Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community / project,What is your personal focus in this community / project (Academic Research),What is your personal focus in this community / project (Development/Building),What is your personal focus in this community / project (Entrepreneurial Networking),What is your personal focus in this community / project (Speculative Research),What is your personal focus in this community / project (Community and friends),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project are you most excited about?,Which kind of project are you most excited about? (DeFi),Which kind of project are you most excited about? (Payments & On-Ramp),Which kind of project are you most excited about? (Other),Which kind of project are you most excited about? (DAO),Which kind of project are you most excited about? (Infrastructure),Which kind of project are you most excited about? (Wallet),Which kind of project are you most excited about? (Stablecoin),Which kind of project are you most excited about? (NFTs),Which kind of project are you most excited about? (Gaming & Metaverse),Which kind of project are you most excited about? (Bridge),Which kind of project are you most excited about? (Tooling & SDKs),Which kind of project are you most excited about? (DEX),Which kind of project are you most excited about? (Analytics & Block Explorer),Which kind of project are you most excited about? (Launchpad & Fundraising),How do you rate the Launch Party on Youtube?,Untitled long answer field,How often do you use Firefly?,What features are missing that would make you use Firefly more often?,What is currently stopping you from recommending Firefly to other people?,Anything else you'd like to share with the Firefly team?,How would you rate the documentation at https://wiki.iota.org,"Regarding the developer docs, tutorials, and tools, what do you expect the IOTA developer experience team to do more? (You can provide as many suggestions as you like)",Which project's (crypto/no-crypto) developer experience that you feel most exciting and why? Please provide as many details as you can,"The IOTA Foundation recently announced that it would enlarge its scope from only focusing on IoT and M2M. Do you have any thoughts about that, you would like to share with us?",An ever increasing amount of new crypto projects constantly enters the space. Which ones have you been taking an interest in within the past 6 months? (Bonus points if you tell us why),What should the IOTA Foundation do more? Please don’t forget to add why
Eq5eKr,rjLLo5,2022-10-18 6:35:18,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Infrastructure, DEX, Launchpad & Fundraising, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,,Once a month,Browser Integration and NFT support ,Nothing,,3,"Much more code examples
Much more detailed API documentation",The best developer experience I had working with Microsoft's .NET tech because of the incredibly well documented API ,This is the way :),"1. Hasbon pass: Anonymous use of identity for log-ins and similar access use cases are ground braking 

2. SingularityNET: AI services on blockchain working together towards a General AI all gouverned by a DAO...AI services are a huge future market

3. NuNet: A service that will allow everyone to share his device CPU power and get payed for it for a completely  decentralized blockchain hardware Infrastrukture...this will make ""crypto"" independant from big cloud service providers

Gamium: A super-metaverse with real world use case integration involving and connecting all metaverses in one ... Real world use cases like conferences, social interaction of all kinds, jobs,  concerts and so on all via your own avatar in a virtual world in a multi-metaversum is very promising     

 ",
7XbO2P,0QvvEQ,2022-10-18 6:44:36,Positive,"Speculative Research, Development/Building, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,3,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, NFTs, Bridge, DEX, Tooling & SDKs",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,,A few times a week,,,,8,,,,,
VpjX9l,gDZZ7P,2022-10-18 6:59:50,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, Stablecoin, NFTs, Bridge, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,,A few times a month,,,,7,,,,,
aOeXZW,gDZZNP,2022-10-18 7:02:42,Positive,"Entrepreneurial Networking, Speculative Research, Community and friends",FALSE,FALSE,TRUE,TRUE,TRUE,4,"DeFi, Infrastructure, DEX, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,,Once a week,,,,6,,,,,
X5rdzz,0Qvv1B,2022-10-18 7:08:38,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Tooling & SDKs, Infrastructure, Bridge",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,,Once a month,,,,,,,,,
4aBREr,9qvvRV,2022-10-18 7:12:48,Positive,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, Wallet, Gaming & Metaverse, Bridge",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,,,,8,,,,,
YjRXgW,ODYYog,2022-10-18 7:14:29,Negative,"Entrepreneurial Networking, Speculative Research",FALSE,FALSE,TRUE,TRUE,FALSE,1,"DeFi, Infrastructure, NFTs, DEX, Stablecoin",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,A few times a month,,,,,,,D,,
gbeXrD,BzDD0Q,2022-10-18 7:16:09,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,Payments & On-Ramp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,,,,4,,,,,Fire schiener
vXrV1D,9qvv4Q,2022-10-18 7:18:19,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Infrastructure, DeFi, DAO, Gaming & Metaverse, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,Once a week,,,,6,,,,,
X5rdb4,vGLLbQ,2022-10-18 7:31:17,Positive,"Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, DEX, DAO",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Less than once a month,,Nothing 😛,,8,,,,,
gbeVbM,0QvvRQ,2022-10-18 7:46:43,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,3,"Infrastructure, Gaming & Metaverse, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Less than once a month,"I'm manly invested for the long term until mass adoption, so unless there is such kind of application worth moving tokens  I will maily use it to Hodl",I'm the only nutjob in my friend group to be into crypto overall so...,,8,I'm not a dev and have not looked much into this but it looks nice,,"As long as the original scope is not completely abandonned i'm fine with that. I still see a lot of potential in this area, and I hope to see more developments of projects similar to Alvarium/ Stmicro sdk",I have not invested yet but I hear Interesting things  about the Cosmos ecosystem. Which I guess have similar ideas about bulding bridges and helping interoperability. I forsee a lot of competition in the interoperability space in the coming years and I hope that stardust / Assembly will get there in time,"Hard to say as you already do a lot. Keep pushing for community projects. And I guess, eventhough I'm all for the no ETA things, an update on the remaining path to coordicide would be nice"
o9DZDN,44vvbo,2022-10-18 7:51:29,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Stablecoin, NFTs, Bridge",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,,,,,,,Iota should aim at replacing ethereum as the best crypto infrastructure ,"Lendexe and tangleswap : we need a great DEX and a stablecoin issuer.
Soonaverse : we need a great NFT platform",
9NXYZE,obddP5,2022-10-18 7:54:10,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,2,"Stablecoin, Wallet, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,Less than once a month,,,,7,,,,,
1WkYMQ,jaWWdQ,2022-10-18 8:08:22,Positive,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,4,"Other, DeFi, Infrastructure, Tooling & SDKs",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,,A few times a week,"- OS notifications of Firefly activity
- Chat
- Onramp
- Announcement/news section","Just a tad bit more external validation (not directly related to Firefly though), i.e. EBSI phase 2b announcement, ecosystem growth post-EVM-release, Alvarium/Zebra/JLR/EDAG press.

But the Firefly software is top notch and in itself, would recommend with confidence.",Keep it up my brethren!,8,"- Tutorial section under Develop is great! Maybe add a quickstart as well (using JS) 
- Consider adding links to price overviews such as https://iotaprices.com to https://wiki.iota.org/learn/iota-token/buying-iota",,"That's great, but don't lose sight of IOTA's biggest appeal: its original vision.

--
Picture smart cars driving around in smart cities and zoom in. A world where the tiniest of devices interconnect to transfer data & value, even make deals or outsource computing. All without fees, risk, or the use of a 3rd party. All made possible by IOTA, the world's first feeless open-source programmable multi-asset ledger with the capacity for universal adoption. The Global Backbone for the Imagination Age! 
--

Inspire first. All other topics should follow from there.","AZERO: ambitious L1 PoS DAG with aBFT consensus, good team. had an opportunity to get in early. I believe in IOTA's vision but needed some distraction while patiently waiting for your deliverables, you see.","- Marketing. Combine vision above with well-articulated tech USPs. Bring your most charismatic senior devs to talks and interviews! Don't underestimate the potential impact of outreach, i.e. Hans' interview with Fridman or Dom's talk with Charles.
- Much excite about Shimmer EVM
- Consider a timing schedule for moving Shimmer features to IOTA after X weeks of bug-free operation. Could be period X for feature A and period Y for feature B, no worries.
- Official channels should steer clear of degen topics. Let the ecosystem flourish, but emphasize only the serious ones through official. 

FYI, I'm @jabman. All the best."
8NzYGO,obddrO,2022-10-18 8:08:47,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, Payments & On-Ramp, DAO, Gaming & Metaverse, DEX, Infrastructure",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,A few times a week,-,-,-,8,-,Chainlinks Partnership with SEPA is big i think. ,"Yes, the Technology is way too good for only IoT and M2M. ",-,-
xVj7yy,q4WWxg,2022-10-18 8:09:23,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Payments & On-Ramp, Wallet",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Once a month,,,,7,,,,,
DqKobX,Y5YM45,2022-10-18 8:28:44,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Gaming & Metaverse, DEX, Analytics & Block Explorer",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,,Less than once a month,,Nothing,Keep it simple and intuitive as it is now,7," - Tutorials are important, they are nicely listed. If there will be more of them, It would be nice to provide some suggested paths, like Setting up your own node-focused, smart contract focused etc
 - the division between tuts for mainet/shimmer and whatever will be there should be highlighted, as for now something is even off with the filter. Some tuts for shimmer are not assigned to categories","TangleSwap, ShimmerSea, and all those projects that aim to build all this well-known in crypto space functionalities",I like this shift,"Ethereum, because of merge
Polkadot
Cosmos",Keep delivering
bZ9MQZ,RGYJ4l,2022-10-18 8:44:00,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, NFTs, DEX, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Once a week,,Iota hype!! :),Merging firefly and firefly shimmer,7,I can’t setup a node easily… ,"Mesh+, shimmerdex",,Accumulator,
e5DOqq,kdW7Od,2022-10-18 9:02:39,Positive,"Development/Building, Entrepreneurial Networking, Academic Research",TRUE,TRUE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Wallet, Analytics & Block Explorer, Launchpad & Fundraising",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,,Less than once a month,Contacts list & encrypted messaging.,"The onboarding flow is too complicated for normies, and the app is still missing basic functionality found on many other banking apps.","You need 2 formal teams (and they both need to be large): a dev team that's in charge of making sure Firefly has the basic functionality presently available in other crypto wallet apps. And a research team that's in charge of thinking outside the box with regards to UX, monetization, user acquisition, and more.",5,"Need way more videos or interactive experiences (structured, high quality, and short). E.g. Put up a Bounty board with missing tutorials that would be nice to have, and reward community members who submit PRs with those tutorials.

Also need more pointers on how to setup dev environment for iota dev for outsiders. It's very different than e.g. working with game engines such as unity or unreal engine.",,It's the right decision.,,"Still no clarity on how to get $ to start building on IOTA. Other dev ecosystems (including non-crypto) award dev grants on a frequent basis, with very transparent steps and timelines. No such thing exists on IOTA/Shimmer. Touchpoint is not that."
ArKRrW,EkDJ82,2022-10-18 9:05:22,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,3,"DEX, DAO, Infrastructure, Wallet, Tooling & SDKs, Payments & On-Ramp",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,,A few times a month,Unified smr and iota wallet,. ,"Great work in continued measured progress … the dev process is exceedingly professional and transparent (via GitHub).   At long last, a mobile version — proof that this dev team can really accomplish anything given the right time and prioritization (overcoming staffing challenges, etc.). This is world-class work.  

Let’s find a way to make the world know about all the amazingness! ",8,"More small games, etc.; and promoting them a little more.

Is the fair dice game still running? ","On block storage with deposits 

Instead of NFTs being a pointer to a server, to actually store the asset on tangle (and require a deposit) is next level.

What about renting / loaning NFTs?   “Time limited proof of ownership / delegation of ownership” … in a world where NFTs could be concert tickets, rights to rental cars, maker space tool sharing, etc. ","While late to the space, it’s a good pivot.   While there is a lot of speculation (and outright fraud) in some areas which being into question the sustainability or value (are NFTs actually worth anything?), there are solvable problems that can be used as real-world use cases to help battle-test and strengthen the architecture, gain market exposure, and provide infrastructure that can be grown / adapted in the future ",. ,"Need to partner up with some commercial interests … a little bit of “pay to play”, unfortunately 

How about proving NFTs can work for ticket sales / venue admission by partnering with certain stadiums, concerts, bands, etc. … exposure, proof that the tech can work at scale in a commercial arrangement (imagine Firefly running in a handheld “ticket scanner” for proof of admissibility to venue security by scanning QR codes) 

Bootstrapping / partnering with a (trusted!) company  to hold physical precious metals, that can be traded on tangle … as a physical-to-virtual bridge (“firefly: the app that is your virtual bridge to a physical world”)

Hackathons, competitions, anything that puts a small cash incentive in front of a community to stir up the creative juices of the community. Document it, market it, learn, adapt.   

Take some of the commercial interest ideas and take out a hackathon to prove bootstrap the prototype.  “The cathedral and the bazaar” … commercial interests will be slow because they have to be perfect.   

What ever happened to the “recycling cup” idea?   Surely, proving someone could invent a “smart trash can” to scan a QR code on a cup and an iota wallet could be done with a few hundred of tech and a long weekend … not commercial grade, but proof that the idea can work (and here’s the code for future projects!) "
8NzDNY,QKYJv1,2022-10-18 9:05:52,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,Payments & On-Ramp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Less than once a month,More staking and less distraction from my son! ,Nothing,I thought that staking was a really easy process. I like the simplicity of the wallet.,10,This is not something I have any knowledge on so can't really comment. ,"I've been so busy the last few years I haven't been able to keep up with news much. 
I'm really excited about Iota's involvement with the EBSI and excited to hear about the outcome of phase 2b!
My initial excitement for Iota and the reason I invested in 2018 was because of the potential for M2M payments so anything involving that. ",As long as those initial ideas are still the main focus I think it's fine. ,I haven't been taking much notice recently.,Just keep doing what you're doing. 
M1Djdl,68vQRB,2022-10-18 10:55:16,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Infrastructure, Other, Wallet, Gaming & Metaverse",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,Real world usecases. The wallet is already awesome ,The Separation between shimmer and iota is unclear to most ,Kudos ,9,,,Good ,None ,Idk
5X4a8Z,PdYBXb,2022-10-18 10:59:31,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,3,"DAO, Infrastructure",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,A few times a week,"Stablecoin/real euro € integration would be awesome for IRL payments. My iota's are too presious :)
","nothing, although market conditoins are not that optimistic for getting really exited about it. ","you're doing really awesome work guys! how it looks, how easy it works, secure, how fast it is, free and the potential that it has for years to come. that's the holy grail. ",9,"Perhaps more information on how Iota (DLT, tokenomics) will be of better use or even neccesary in regards to (for example) a regular old school database. Why or how will iota save the planet in a better way for example. Why can't we go around iota.",I got exited for iota because of the promised machine economy sollutions. i believe this is the real holy grail here. DLT chip integration and holding iota's for bandwidth could do the trick. Please stay on the path of serious tech and professional organisation. Don't fall for the short term entertainment that kids want with NFTs (aside from professional usecases).  the shimmer initiative is great for expirimentation so that (hopefully) iota will remain stable for the long term.,I think IoT and M2M are the holy grail. As a unique selling point. Sidesteps for learning experiences or market trends could be fine but I rather see iota as the one brand that you can assosiate with M2M economy. ,"Asside form Iota, i only like cardano for being a somewhat more serious player thinking long term. The rest is crap. Almost none have an IRL usecase that you can't go around.","Stay on the M2M and IoT-tech path as main objectives. Hardware+software. Don't follow the rest. Have a unique selling point. And... how about really linking holding IOTA (investing) and gaining rewards in the form of euros or dollars (interest/dividend)? I know, it's not stocks, but what if you would create this model?"
VpjOVE,b5r40e,2022-10-18 11:53:05,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Wallet, NFTs, Gaming & Metaverse, DEX",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,,A few times a week,Because the fee is small,There is no reason not to recommend,There's nothing else but difficulty with language mistakes,9,I don't have much knowledge. Please do your best,,I'm in favor of investing in good things,"baby doge (It's a meme coin, but I think the community is better than I thought Honestly, I want to make some money)","As a holder belonging to SMATH World, I hope we can have a win-win project"
o9Dj65,GxDoYp,2022-10-18 12:27:23,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,3,"DeFi, Wallet, Stablecoin, NFTs, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,A few times a month,Constant wallet address,,,3,Container/Image for developing,"Defi
TangleSwap
Stable coins",,,
vXr9N0,WOYeQP,2022-10-18 12:38:53,Positive,"Academic Research, Entrepreneurial Networking, Community and friends",TRUE,FALSE,TRUE,FALSE,TRUE,4,"DeFi, Payments & On-Ramp, Other, DAO, Infrastructure, Stablecoin, Launchpad & Fundraising",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,,Once a month,,,,10,,,,,
q5ay12,NpYMeN,2022-10-18 15:00:17,Positive,"Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, Infrastructure, DEX, Wallet, Stablecoin",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,A little unplanned and hard to watch.,Once a month,"Official ledger support (shimmer)
Fiat on-ramp and / or crypto swaps",It’s kind of the only option to have iota right jow,Exchanges guys. Exchanges. We keep playing it off like it’s not important. We need major US exchanges… yesterday.,,Not a developer,Not a developer ,Good. Don’t pigeon hole the network. Whatever can built on it should be.,"SUI
ATOM
Azero

Other projects I consider iota competitors with solid teams and delivering on their timelines. Also some have solid head starts vs iota. Need smart contracts asap.","Communication is slightly better. BUt still slacking. More clarity. Over communicate.

Stop waiving off no US exchanges as not a big deal. It should be a major priority and all we keep hearing in AMAs etc is, we’re working on it. That’s a combo of terrible communication (since it’s been years) and vague answers that leave some doubt in my mind. 
"
1Wk85g,VLYb4N,2022-10-18 15:43:21,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Infrastructure, Wallet, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Once a week,Buy coins within wallet. ,The different wallets for iota and shimmer which is kinda confusing. ,"Design of wallet is mind-blowing! Love it. 
In my opinion the development is too slow. It took too long for the mobile version to be released.",8,N.a.,N.a.,No,-,"More marketing focussed communication. I see myself more as a passive investor. Already holding IOTA since 2017. Allthough I really like all the developments, I have the feeling the investors, the hodlers, are being forgotten.

In any case, love what you're doing guys. "
PRDaGV,J9DWxz,2022-10-18 17:31:09,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,4,"NFTs, DeFi, Stablecoin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,Cool event!,A few times a week,Ledger Hardware support for Windows AND mobile version!,-,-,9,,,,,
aOe8yq,jaWkX1,2022-10-18 17:37:59,Positive,"Entrepreneurial Networking, Speculative Research, Development/Building",FALSE,TRUE,TRUE,TRUE,FALSE,3,"Payments & On-Ramp, Tooling & SDKs, Launchpad & Fundraising, DEX, Gaming & Metaverse, Stablecoin, DeFi, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2,,Less than once a month,"1) Fiat on ramp
2) Staking
3) DEX integration
4) Token foundries/offerings
5) DeFi
6) Stablecoin for payments
7) Connections to other protocals",Extremely hard to buy IOTA or SHR in North America (Canada and certain states),"Focusing on integration with as many possible IOTA based projects as possible would be essential as the ecosystem grows. That said, in a multi-chain future its likely be very important for FFLY to be well integrated/bridged with other ecosystems (Solana, Cardano, Eth, etc). ",8,"1) Easy to use UI for developers to select preferred language and have schemas produce examples of code they can run locally on the web page or copy paste into their own IDE. As many core examples as possible with linkage to more technical specifications for those who are more advanced.
2) Youtube tutorials (short or medium) linked to these specific examples with slightly more nuanced/advanced concepts to illustrate the usability/breadth of the specific api calls/functions/processes. This would be a valuable tool to upskill beginners to more novice programmers in the ecosystem 
3) Develop full course with udemy/codeacademy/others to offer newcomers 0-100 bootcamp. A beginners and more advanced option would be valuable. Real life example prototypes/projects developed alongside an instructor would be ideal. 
4) Possibly associate courses/completed projects with badges or a DAO/buiders guild with incentives driving continued learning/development/reputation building. Anyone hiring could headhunt from this pool of talent offering additional financial incentives to participate beyond Grants/NFT/token drops, etc ","Python. Simply put the level of tooling + infrastructure for python has evolved out of it's ease of use + widely available options for learning + developing + tooling. A huge part of this starts with the content available on youtube, documentation sites and stack overflow. Incentivizing developers/influencers to built out multiple redundant resources across these mediums to get the snowball rolling greatly improves the accessibility & credibility for newcomers.  Once more and more newcomers join, financial incentives driving this type of community development would further add momentum to what will hopefully eventually  become organic. ","I'm okay with it as long as there are not critical design decisions being made totally cutting off the ability to use IOTA tech to power those use cases. If these critical design decision are being made today without the community being aware, in several years we'll be faced with additional protocol re-design or an entire shift away from the native roots of IOTA that sit in enabling IOT. ",,"- Execute & deliver tech (has been very good over last year, continue it!)
- Continue to focus on shifting power into the community hands (While ensuring not to leave any gaps in capability/tools that might hamper community engagement) . Enablement is key to do in parallel to decentralizing the iota community of developers and protocol. 
- Get iota plugged into way more existing CEXs and DEXs. Ease of use starts with ease of buying the token. If people cannot access the token they are 100% going to go towards developing + building on platforms that are offered in their geographies. 
- Get a full time representative within the IF to go on a constant roadshow doing interviews with youtube influencers, news outlets, speaking at events, doing livestreams, podcasts, writing op-eds, meeting with members from other communities (Maybe Terry Shane, maybe Dom, maybe a PR rep). Now that everything is close to built, having a trustworthy and well spoken human to focus entirely on spreading the word is essential as a first marketing step. Charles Hoskin seems to do this well but it does need to be a founder, just a personality who is good at public speaking. 
- Marketing (hackathons, and other paid marketing/incentives to attract more developers)"
WJrvXP,ODYoxa,2022-10-18 17:42:31,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Bridge, NFTs, Stablecoin, DEX, DeFi, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,,Once a week,dapp integration,,,,,,,"Cosmos (interoperability, community, airdrops) ; Optimism (community, dapps/ease of use) ; Polygon & zkSync (low cost, eth scaling high potential)",
Qoe2MX,gDZvx1,2022-10-18 19:08:03,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,3,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,A few times a week,,,,5,,,,,
0VBrOj,818MDo,2022-10-18 19:13:57,Positive,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,4,"Payments & On-Ramp, Infrastructure, Wallet, Bridge, Stablecoin, NFTs",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,Firefly-Shimmer: Transaction date/time,nothing,The reported bugs of Version 2.0.0 could have been avoid as they were solved shortly afterwards. ,9, - , - ,"I recommend focusing on projects like Alvarium etc. If these projects take off, issues like adopting the coin are just a matter of time. Additionally, I strongly recommend on focussing Digital Identity (individuals, legal entities, machines).  This most likely will be, with regards to the upcoming regulations, a key element for a broad/industrial adoption.  ",soonaverse - if this is the prototype for developing a platform beyond the silly/typical crypto-space.  ,"How projects with partners like Alvarium with big companies fit into the anything relating to NFT/soonaverse. I see there a contradiction. The first required a high standing of professionalism, whilst the latter seems to me like the typical silly crypto-bubble."
o9e6yP,ODYkxk,2022-10-18 19:17:31,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Infrastructure, Payments & On-Ramp, Other, Wallet",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,A few times a month,"managing platforms, services & payments via DID",nothing,well done :),7,-,-,"from my observation (and imagination)the hardest thing to manage is the looong split between the (in unfortunately large portions) moronic acting cryptospace and developing realworld solutions on new technological grounds at academical levels... could play out, but only longterm ;)","casper, aleph zero, radix
not being a programmer of any sorts, i gathered a pool of people whose expertise on technical aspects i trust... on and offline... that points me to certain projects","cant be the judge of that.
maybe like the rest of us, take more off-screen time.  also drink white tea ;)"
Ge9vMo,ODYEGK,2022-10-18 20:00:39,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Bridge, Gaming & Metaverse, Tooling & SDKs, DeFi, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,,Once a week,Buying iota directly from the wallet,,,,,,,,
X5JxGL,5BvVEQ,2022-10-18 20:26:55,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Gaming & Metaverse, Infrastructure, DeFi, NFTs, Bridge",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,,Once a week,,,,,,,,,
