Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Did you participate in the Treasures of Shimmer campaign?,Did you participate in the Treasures of Shimmer campaign? (I participated in Test&Earn and tried out dApps on ShimmerEVM),Did you participate in the Treasures of Shimmer campaign? (I participated in Play&Earn and engaged with the quests on Zealy),Did you participate in the Treasures of Shimmer campaign? (I did NOT participate in the Treasures of Shimmer campaign),How memorable was the Treasures of Shimmer campaign to you?,Did the campaign prompt you to seek more information about Shimmer?,How did you first become aware of the Treasures of Shimmer campaign on Zealy?,What is your overall rating of the Test &amp; Earn campaign?,How frequent did you participate in the Test &amp; Earn campaign?,Has the campaign improved your understanding of smart contracts and DeFi?,"After partaking in the campaign, how likely is it that you will use your SMR tokens to participate in dApps on mainnet?",What motivated you to engage with the Treasures of Shimmer campaign on Zealy?,What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The Anne Bonny NFT prize),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The SMR airdrops),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (Other (Please comment)),Other,How would you rate the overall effectiveness of the Zealy campaign in capturing your attention and interest?,How would you rate your user experience with the TEA Zealy campaign?,"How likely is it, that you would participate in another Zealy campaign?",Additional comments
Y4pBxB,8zlDzx,2023-06-30 17:17:02,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, DeFi, Wallet, Bridge, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
kNK8Vd,E5A6VX,2023-06-30 17:45:13,Negative,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Infrastructure, Wallet",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
xJRxMk,pd2a5E,2023-06-30 21:12:31,Positive,"Development/Building, Academic Research, Community and friends, Governance",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,"Wallet, DeFi, DAO, NFTs, Metaverse, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,IOTA/Shimmer Discord,3,Couple of times,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,1,
g9JaOP,YRALEv,2023-06-30 22:47:42,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Blog,4,Daily,Yes,Neutral,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,Good project
ExZPd4,8zBzkP,2023-07-01 2:54:08,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Stablecoin, NFTs, Gaming, Metaverse, Bridge, DEX, Payments & On-Ramp, Wallet, DAO, Analytics & Block Explorer, Launchpad & Fundraising, DeFi",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Daily,Yes,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops, Other (Please comment)",TRUE,TRUE,TRUE,I like this project,4,4,4,Big community and good project
yJoEPd,WJvlkL,2023-07-01 5:18:50,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
VzbMDN,qarR0d,2023-07-01 5:33:03,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Stablecoin, DEX, Payments & On-Ramp, DeFi, Metaverse",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
GRqJ2j,VLVxAE,2023-07-01 5:44:48,Positive,"Development/Building, Community and friends, Governance",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4,"DeFi, DAO, Infrastructure, Wallet, NFTs, Stablecoin, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Yes,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,4,4,4,
Z21GxV,Vje5dE,2023-07-01 6:36:01,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DAO, Infrastructure, NFTs, Tooling & SDKs",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Extremely likely,,,,,,,,,Keep doing what you are doing in the way you are doing it and you will get there. Read Rapid Development by Steve McConnel if you have not already done so. 
ME6MW0,xjqZ25,2023-07-01 8:50:58,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Infrastructure, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,2,Yes,Shimmer Twitter,4,Couple of times,Unsure,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,
AB4avo,xjqyV5,2023-07-01 9:51:21,Positive,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, Analytics & Block Explorer, Launchpad & Fundraising, Tooling & SDKs, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,No,Shimmer Twitter,3,Couple of times,No,Likely,"The Anne Bonny NFT prize, The SMR airdrops, Other (Please comment)",TRUE,TRUE,TRUE,Learn more about Shimmer,3,3,4,
97RxzV,lqGWZv,2023-07-01 10:11:30,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Payments & On-Ramp, Infrastructure, Wallet",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
g9JpAK,lqGWxp,2023-07-01 10:20:04,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Stablecoin, Wallet, Other",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
JOeEDR,YRALEv,2023-07-01 13:19:57,Positive,"Governance, Community and friends",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,"DeFi, Wallet, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,Shimmer Twitter,3,Daily,Yes,Neutral,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,Good project
qRJ9EG,AKgykN,2023-07-01 14:56:39,Positive,"Community and friends, Governance",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,"DeFi, DAO, Wallet, NFTs, Metaverse, Bridge, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Yes,Extremely likely,,,,,,,,,
ExZyql,AKgQYy,2023-07-01 15:57:15,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Infrastructure, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,4,Yes,IOTA Twitter,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
GRq8Do,jbRE1x,2023-07-01 16:04:09,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Infrastructure, DeFi, DAO",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
a2a28b,QMZ9pY,2023-07-01 20:42:42,Positive,"Academic Research, Community and friends, Governance",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"DAO, Wallet, DeFi, Stablecoin",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
qRkBZG,E5ROgr,2023-07-01 22:55:29,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, DAO, Gaming, Metaverse, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,3,Yes,IOTA Twitter,3,Daily,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,
JOWY2X,WrLrZv,2023-07-02 8:12:38,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,1,No,IOTA/Shimmer Discord,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,1,2,1,
0eDRyA,jbjy9E,2023-07-02 11:22:50,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, NFTs, Bridge, DAO",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
6ZMeZN,lqxVpN,2023-07-02 16:35:51,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Bridge, Gaming",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
GR5dzQ,lqxvko,2023-07-02 18:41:10,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Other, NFTs, Stablecoin",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,4,Yes,Shimmer Blog,4,Daily,Yes,Extremely unlikely,,,,,,,,,
974DWQ,OlRAN7,2023-07-03 10:13:12,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,NFTs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
GRbdWj,GKM1DZ,2023-07-03 10:24:24,Negative,"Academic Research, Development/Building, Entrepreneurial Networking",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"Infrastructure, DeFi, Tooling & SDKs, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
W8q5vJ,GKM1DZ,2023-07-03 10:24:49,Negative,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"Stablecoin, NFTs, Metaverse",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
o2zM4X,GKM1DZ,2023-07-03 10:25:07,Negative,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"Payments & On-Ramp, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
o2zMrX,GKM1DZ,2023-07-03 10:25:26,Negative,"Governance, Academic Research",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"DAO, Stablecoin, DeFi",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
yJ16Zp,GKM1DZ,2023-07-03 10:25:43,Negative,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Infrastructure, Wallet, Bridge",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
7NEWRz,GKM1DZ,2023-07-03 10:26:03,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"DeFi, NFTs, Bridge, Tooling & SDKs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
19RlWL,GKM1DZ,2023-07-03 10:26:27,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,1,No,Shimmer Blog,,,,,"Other (Please comment), The SMR airdrops",FALSE,TRUE,TRUE,,1,,1,
KVG0Og,ArVbPe,2023-07-03 11:23:36,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"Payments & On-Ramp, DeFi, Stablecoin, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
7NEo9P,jbKW4a,2023-07-03 11:36:31,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
bWzrp7,PDoXqe,2023-07-03 11:59:59,Positive,"Entrepreneurial Networking, Academic Research",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, Wallet, DeFi, Payments & On-Ramp, Other",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,2,No,Shimmer Twitter,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,3,4,4,
Ex6BNq,oDJ0jM,2023-07-03 12:38:49,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
a2zK6E,GKMX6O,2023-07-03 13:02:25,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"NFTs, Gaming",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,No,IOTA/Shimmer Discord,2,Couple of times,No,Likely,,,,,,,,,
KVGv6k,E5pvK2,2023-07-03 13:02:29,Positive,"Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Wallet, Stablecoin, Infrastructure, Analytics & Block Explorer",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,No,IOTA/Shimmer Discord,4,Daily,Yes,Extremely likely,,,,,,,,,
W8qd7L,DKLbVp,2023-07-03 14:58:44,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, Wallet",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
BxeN57,VjrOQJ,2023-07-03 17:54:35,Positive,"Development/Building, Speculative Research, Entrepreneurial Networking, Governance",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,"NFTs, Wallet, Tooling & SDKs, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA/Shimmer Discord,3,Couple of times,Unsure,Neutral,,,,,,,,,
o2zWWb,dN7elN,2023-07-03 17:58:58,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Gaming, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,No,I saw a re-tweet about it,3,Couple of times,Unsure,Neutral,,,,,,,,,
D7alJj,vrR9q8,2023-07-03 18:22:16,Positive,"Entrepreneurial Networking, Community and friends, Speculative Research",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,"Infrastructure, Metaverse, DeFi, Wallet, Bridge, Tooling & SDKs, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
19BkL1,1kjqrl,2023-07-03 20:04:50,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,Metaverse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,No,A friend told me,2,Daily,Yes,Neutral,,,,,,,,,
2KRP5b,Jd7KdR,2023-07-03 21:12:03,Positive,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, Bridge, DEX, Analytics & Block Explorer",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
bWAvPe,4B58Y5,2023-07-04 3:16:17,Positive,"Speculative Research, Governance",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"DAO, NFTs, DEX, DeFi, Gaming",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Extremely likely,,,,,,,,,
MEGgPk,pdaVAq,2023-07-04 4:41:25,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Payments & On-Ramp, DAO, DeFi, Bridge",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
ABaPpz,MDBGzp,2023-07-04 9:37:26,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA Twitter,4,Daily,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,
kNg61Z,Vjga1j,2023-07-04 12:28:26,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Infrastructure, Tooling & SDKs, Wallet, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Q7jydl,zNPxxR,2023-07-04 17:38:30,Positive,"Academic Research, Development/Building, Entrepreneurial Networking, Speculative Research, Community and friends, Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
ExgJzo,PRMexe,2023-07-05 6:12:40,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,No,IOTA/Shimmer Discord,2,Couple of times,Yes,Neutral,,,,,,,,,
xJoNl5,eDyKa0,2023-07-05 6:44:24,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
