"Submission ID","Respondent ID","Submitted at","How are you feeling about IOTA &amp; Shimmer right now?","What is your personal focus in this community / project","What is your personal focus in this community / project (Academic Research)","What is your personal focus in this community / project (Development/Building)","What is your personal focus in this community / project (Entrepreneurial Networking)","What is your personal focus in this community / project (Speculative Research)","What is your personal focus in this community / project (Community and friends)","What is your personal focus in this community / project (Governance)","How confident are you in the progress IOTA &amp; Shimmer is making?","Which libraries do you use for development (select all that apply)?","Which libraries do you use for development (select all that apply)? (Wallet library - https://github.com/iotaledger/wallet.rs)","Which libraries do you use for development (select all that apply)? (Client library - https://github.com/iotaledger/iota.rs)","Are you using the Rust crates, one of the bindings or iota.js?","Which bindings are you using? ","Which bindings are you using?  (NodeJS)","Which bindings are you using?  (Python)","Which bindings are you using?  (Java)","Which bindings are you using?  (Swift)","Which bindings are you using?  (WASM)","What are you using for learning resources? (e.g. wiki, codebase)","Do you have any feature request?","Do you have any feedback?","Which kind of project are you most excited about?","Which kind of project are you most excited about? (DeFi)","Which kind of project are you most excited about? (Payments & On-Ramp)","Which kind of project are you most excited about? (Other)","Which kind of project are you most excited about? (DAO)","Which kind of project are you most excited about? (Infrastructure)","Which kind of project are you most excited about? (Wallet)","Which kind of project are you most excited about? (Stablecoin)","Which kind of project are you most excited about? (NFTs)","Which kind of project are you most excited about? (Gaming)","Which kind of project are you most excited about? (Bridge)","Which kind of project are you most excited about? (Tooling & SDKs)","Which kind of project are you most excited about? (DEX)","Which kind of project are you most excited about? (Analytics & Block Explorer)","Which kind of project are you most excited about? (Launchpad & Fundraising)","Which kind of project are you most excited about? (Metaverse)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Smart Contracts)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DeFi)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Tokenomics)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DLT Protocol Features (zK, Sharding, etc..))","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Security (Managing tokens, bridges, etc..))","In which form would you prefer to learn new things the most?","In which form would you prefer to learn new things the most? (Blog posts)","In which form would you prefer to learn new things the most? (Twitter threads)","In which form would you prefer to learn new things the most? (IOTA Wiki Content)","In which form would you prefer to learn new things the most? (YouTube clips)","In which form would you prefer to learn new things the most? (Recorded Live Sessions)","In which form would you prefer to learn new things the most? (Podcasts)","Specific to the IOTA protocol, which things do you want to learn with priority?","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA 2.0 consensus)","Specific to the IOTA protocol, which things do you want to learn with priority? (Mana)","Specific to the IOTA protocol, which things do you want to learn with priority? (Digital Identity)","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA Smart Contracts)","Specific to the IOTA protocol, which things do you want to learn with priority? (Develop on IOTA (use libraries, etc))"
"rBzXol","EKl42B","2023-03-30 19:16:22","Positive","Speculative Research",false,false,false,true,false,false,1,,,,,,,,,,,,,,"Infrastructure",false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"YouTube clips",false,false,false,true,false,false,"Digital Identity",false,false,true,false,false
"eDkb2o","obovo1","2023-03-30 19:22:55","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, DEX, Launchpad & Fundraising",true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,false,true,true,false,"Twitter threads, YouTube clips",false,true,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"rBz7Lv","OaXpep","2023-03-30 19:54:17","Positive","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"DeFi, DEX",true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,"DeFi, Tokenomics, Smart Contracts",true,true,true,false,false,"YouTube clips, Twitter threads",false,true,false,true,false,false,"Digital Identity, IOTA 2.0 consensus, IOTA Smart Contracts",true,false,true,true,false
"4Be5Gd","RxoXNQ","2023-03-30 20:00:59","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, DEX, Wallet, NFTs",true,false,false,false,false,true,false,true,false,false,false,true,false,false,false,"Tokenomics, Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, YouTube clips, Podcasts",true,false,false,true,false,true,"Mana, IOTA 2.0 consensus, Digital Identity",true,true,true,false,false
"AK11Oo","5bZKQE","2023-03-30 20:35:45","Positive","Speculative Research, Development/Building",false,true,false,true,false,false,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"NFTs, Stablecoin, Gaming, Tooling & SDKs",false,false,false,false,false,false,true,true,true,false,true,false,false,false,false,"Smart Contracts",true,false,false,false,false,"Blog posts, IOTA Wiki Content",true,false,true,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"54Wyzb","8qZovk","2023-03-30 20:53:05","Positive","Development/Building",false,true,false,false,false,false,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Stablecoin, NFTs, DEX, Launchpad & Fundraising",true,true,false,true,false,false,true,true,false,false,false,true,false,true,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"Blog posts, YouTube clips",true,false,false,true,false,false,"Digital Identity, Develop on IOTA (use libraries, etc)",false,false,true,false,true
"Jd5Nj7","zj7xZq","2023-03-30 21:10:14","Positive","Entrepreneurial Networking, Speculative Research",false,false,true,true,false,false,4,,,,,,,,,,,,,,"Stablecoin, Wallet, Infrastructure, Other",false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,false,false,true,true,"Blog posts, YouTube clips, Podcasts",true,false,false,true,false,true,"Digital Identity, Mana, IOTA 2.0 consensus",true,true,true,false,false
"E54kl2","RxDWOj","2023-03-30 22:48:15","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"Launchpad & Fundraising",false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,"Tokenomics",false,false,true,false,false,"Twitter threads",false,true,false,false,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"OlWDEp","4QKQKo","2023-03-30 23:09:48","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"Security (Managing tokens, bridges, etc..), DeFi, Tokenomics",false,true,true,false,true,"Twitter threads, YouTube clips, Recorded Live Sessions, Podcasts",false,true,false,true,true,true,"Mana",false,true,false,false,false
"AKVr8l","Oa7ag8","2023-03-30 23:47:18","Positive","Academic Research",true,false,false,false,false,false,4,,,,,,,,,,,,,,"Gaming",false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,true,false,true,true,"YouTube clips, Twitter threads",false,true,false,true,false,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc), Mana",true,true,true,true,true
"LzQDMl","W282kP","2023-03-30 23:52:44","Positive","Academic Research, Community and friends",true,false,false,false,true,false,3,,,,,,,,,,,,,,"DeFi, Infrastructure",true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), DeFi, Smart Contracts, Tokenomics, Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, Podcasts, YouTube clips",true,false,false,true,false,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"oD4EM1","6LZejP","2023-03-31 00:30:42","Positive","Entrepreneurial Networking, Development/Building",false,true,true,false,false,false,4,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Rust Crates",,,,,,,,,,"Payments & On-Ramp, Analytics & Block Explorer, Infrastructure, Gaming",false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"Blog posts, Twitter threads, IOTA Wiki Content, YouTube clips",true,true,true,true,false,false,"IOTA 2.0 consensus, Mana, Develop on IOTA (use libraries, etc), IOTA Smart Contracts, Digital Identity",true,true,true,true,true
"54y92N","RxDoMQ","2023-03-31 02:47:33","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DEX, Tooling & SDKs, Gaming",true,true,false,false,false,false,false,false,true,false,true,true,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips",false,false,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"yNW4G0","a9240B","2023-03-31 03:03:33","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"Metaverse, Gaming, DeFi",true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,"Security (Managing tokens, bridges, etc..)",false,false,false,false,true,"Podcasts, Twitter threads, YouTube clips, Recorded Live Sessions",false,true,false,true,true,true,"IOTA Smart Contracts",false,false,false,true,false
"9XzdbX","G6RdLj","2023-03-31 07:04:37","Positive","Governance",false,false,false,false,false,true,3,,,,,,,,,,,,,,"DeFi, Bridge, Metaverse, DEX, Analytics & Block Explorer, Launchpad & Fundraising, Payments & On-Ramp",true,true,false,false,false,false,false,false,false,true,false,true,true,true,true,"Smart Contracts, DeFi, Security (Managing tokens, bridges, etc..), DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,true,"Twitter threads",false,true,false,false,false,false,"IOTA 2.0 consensus, Mana, Digital Identity",true,true,true,false,false
"7b8jGZ","L9PEVz","2023-03-31 13:52:20","Positive","Entrepreneurial Networking, Community and friends, Governance",false,false,true,false,true,true,4,,,,,,,,,,,,,,"Stablecoin, Metaverse, DEX, DeFi",true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,"DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), Smart Contracts",true,true,false,true,true,"YouTube clips, Recorded Live Sessions, Podcasts",false,false,false,true,true,true,"Mana, IOTA Smart Contracts, Digital Identity",false,true,true,true,false
"LzQg0J","6LZ1lk","2023-03-31 14:02:06","Positive","Speculative Research, Community and friends",false,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, Wallet, Bridge, Payments & On-Ramp",true,true,false,false,false,true,false,false,false,true,false,false,false,false,false,"DeFi, Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, Twitter threads, YouTube clips",true,true,false,true,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"yNWGbW","Nr78XN","2023-03-31 14:14:06","Negative","Development/Building",false,true,false,false,false,false,1,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"Bindings","Python",false,true,false,false,false,"Stackoverflow",,"The progress is far too slow","NFTs, DeFi",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,"Tokenomics",false,false,true,false,false,"IOTA Wiki Content",false,false,true,false,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"QM6yAA","W28lKa","2023-03-31 14:26:18","Negative","Community and friends",false,false,false,false,true,false,1,,,,,,,,,,,,,,"Bridge, DEX, Infrastructure, DeFi",true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,false,true,true,false,"Blog posts",true,false,false,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"4BgR0o","eMa0Xq","2023-03-31 16:04:22","Positive","Academic Research",true,false,false,false,false,false,3,,,,,,,,,,,,,,"DAO, Infrastructure, DEX, Metaverse",false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,"Smart Contracts, Tokenomics, Security (Managing tokens, bridges, etc..), DeFi",true,true,true,false,true,"Twitter threads, Podcasts, Recorded Live Sessions",false,true,false,false,true,true,"IOTA 2.0 consensus, Digital Identity",true,false,true,false,false
"NDKlkb","7qN7M2","2023-04-01 03:53:39","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"NFTs, Metaverse, DEX, Stablecoin, Wallet, Launchpad & Fundraising, Gaming",false,false,false,false,false,true,true,true,true,false,false,true,false,true,true,"Security (Managing tokens, bridges, etc..), Smart Contracts, Tokenomics",true,false,true,false,true,"Twitter threads, Podcasts, Recorded Live Sessions, Blog posts",true,true,false,false,true,true,"IOTA Smart Contracts, Develop on IOTA (use libraries, etc), IOTA 2.0 consensus, Digital Identity",true,false,true,true,true
"aebzd2","5bxbBQ","2023-04-01 17:31:24","Positive","Development/Building, Speculative Research",false,true,false,true,false,false,4,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"iota.js",,,,,,,"Wiki","No","Website is slightly Lagging","DeFi, DAO, Wallet, NFTs, Gaming, Metaverse, Bridge",true,false,false,true,false,true,false,true,true,true,false,false,false,false,true,"Smart Contracts, DeFi",true,true,false,false,false,"Twitter threads, Blog posts, YouTube clips",true,true,false,true,false,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
"dNLJzd","zjYqya","2023-04-02 03:21:37","Positive","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Stablecoin, NFTs, Gaming, Bridge",true,true,false,true,false,false,true,true,true,true,false,false,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), DeFi",true,true,false,true,true,"YouTube clips, Podcasts",false,false,false,true,false,true,"IOTA 2.0 consensus, IOTA Smart Contracts, Mana",true,true,false,true,false
"OlpML8","DBzNyR","2023-04-02 04:19:07","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Wallet, DEX",true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Smart Contracts, DeFi",true,true,false,true,false,"YouTube clips, Twitter threads",false,true,false,true,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts, Digital Identity, Mana",true,true,true,true,false
"Nl5EJj","0dOqjB","2023-04-03 07:35:22","Positive","Development/Building",false,true,false,false,false,false,4,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"DeFi, DAO, NFTs, DEX, Launchpad & Fundraising",true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Twitter threads, Blog posts, YouTube clips",true,true,false,true,false,false,"IOTA 2.0 consensus, Mana, Develop on IOTA (use libraries, etc), IOTA Smart Contracts, Digital Identity",true,true,true,true,true
"O41rd7","1XVQGl","2023-04-03 07:38:21","Negative","Speculative Research, Academic Research",true,false,false,true,false,false,2,,,,,,,,,,,,,,"DeFi, Infrastructure, Bridge",true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,"Smart Contracts, Tokenomics, DeFi",true,true,true,false,false,"Blog posts, Twitter threads",true,true,false,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"4JXEpk","oEG8Kx","2023-04-03 07:39:54","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,3,,,,,,,,,,,,,,"Infrastructure, Other, Tooling & SDKs",false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,false,true,true,true,"YouTube clips",false,false,false,true,false,false,"Mana, IOTA Smart Contracts",false,true,false,true,false
"VQEqNv","Z8abZo","2023-04-03 07:41:30","Positive","Entrepreneurial Networking, Speculative Research, Governance",false,false,true,true,false,true,3,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"DeFi, Tokenomics",false,true,true,false,false,"YouTube clips, Recorded Live Sessions",false,false,false,true,true,false,"IOTA Smart Contracts",false,false,false,true,false
"vejggA","PpOZk5","2023-04-03 07:42:49","Positive","Speculative Research, Community and friends, Governance",false,false,false,true,true,true,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Stablecoin, DEX",true,true,false,true,false,false,true,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"Blog posts, YouTube clips, Recorded Live Sessions",true,false,false,true,true,false,"IOTA 2.0 consensus",true,false,false,false,false
"G9vgRj","W2za4e","2023-04-03 08:02:57","Positive","Community and friends, Governance",false,false,false,false,true,true,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, DEX",true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,false,"Blog posts, YouTube clips, Recorded Live Sessions, Podcasts",true,false,false,true,true,true,"Mana, IOTA Smart Contracts, IOTA 2.0 consensus",true,true,false,true,false
"99GarQ","eMRWrO","2023-04-03 08:17:21","Positive","Entrepreneurial Networking, Speculative Research, Community and friends",false,false,true,true,true,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, NFTs, Gaming, Bridge, DEX",true,true,false,false,true,false,false,true,true,true,false,true,false,false,false,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"YouTube clips, IOTA Wiki Content, Podcasts",false,false,true,true,false,true,"IOTA Smart Contracts, Digital Identity",false,false,true,true,false
"ZE5yje","jZPA01","2023-04-03 08:31:10","Positive","Academic Research, Speculative Research",true,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Gaming, Metaverse, Bridge, Launchpad & Fundraising",true,true,false,true,false,false,false,false,true,true,false,false,false,true,true,"DeFi, DLT Protocol Features (zK, Sharding, etc..)",false,true,false,true,false,"Blog posts",true,false,false,false,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"EdzYBA","Z8arKz","2023-04-03 08:43:31","Positive","Community and friends",false,false,false,false,true,false,2,,,,,,,,,,,,,,"Infrastructure",false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"YouTube clips",false,false,false,true,false,false,"IOTA Smart Contracts, Digital Identity",false,false,true,true,false
"Y0DyVz","MXRpqp","2023-04-03 08:44:07","Positive","Speculative Research, Community and friends, Governance",false,false,false,true,true,true,3,,,,,,,,,,,,,,"DeFi, Wallet, Payments & On-Ramp, Infrastructure, DAO, Stablecoin, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",true,true,false,true,true,true,true,false,false,false,true,true,true,true,false,"Smart Contracts, Tokenomics, DeFi, Security (Managing tokens, bridges, etc..), DLT Protocol Features (zK, Sharding, etc..)",true,true,true,true,true,"Recorded Live Sessions, YouTube clips, IOTA Wiki Content, Twitter threads, Blog posts, Podcasts",true,true,true,true,true,true,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"0Br5DA","9BQjPY","2023-04-03 08:46:29","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,4,,,,,,,,,,,,,,"DeFi, NFTs, Wallet, Stablecoin, Gaming, Metaverse, Bridge, DEX",true,false,false,false,false,true,true,true,true,true,false,true,false,false,true,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"Blog posts, YouTube clips",true,false,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"eQZPje","yMY5ap","2023-04-03 08:52:47","Positive","Community and friends, Speculative Research, Entrepreneurial Networking",false,false,true,true,true,false,4,,,,,,,,,,,,,,"DeFi, DAO, Infrastructure, Wallet, NFTs, Metaverse, DEX",true,false,false,true,true,true,false,true,false,false,false,true,false,false,true,"Tokenomics, DeFi, Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips, Podcasts, Recorded Live Sessions",false,false,false,true,true,true,"IOTA Smart Contracts",false,false,false,true,false
"0BryYB","klEPKj","2023-04-03 09:28:01","Positive","Academic Research, Development/Building, Entrepreneurial Networking",true,true,true,false,false,false,2,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Bindings","Python",false,true,false,false,false,"Tips, wiki","The IF should take care of creating the references for the base algorithm that can not be found online. 
One example is batched curl implementation used for Proof of Work. 
Having a rust source code is not enough to extend the algorithm for other languages.  ","","Payments & On-Ramp, Infrastructure, Wallet, NFTs, Gaming",false,true,false,false,true,true,false,true,true,false,false,false,false,false,false,"Smart Contracts",true,false,false,false,false,"Blog posts",true,false,false,false,false,false,"IOTA Smart Contracts, IOTA 2.0 consensus, Mana",true,true,false,true,false
"oe6ae5","RxP9Q9","2023-04-03 09:41:07","Negative","Community and friends, Speculative Research",false,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, Bridge, Metaverse",true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,"Smart Contracts, Tokenomics",true,false,true,false,false,"Blog posts, Twitter threads, Podcasts",true,true,false,false,false,true,"IOTA 2.0 consensus",true,false,false,false,false
"qDZ7k7","W2zW9Q","2023-04-03 09:52:53","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"Payments & On-Ramp, Infrastructure",false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,"Security (Managing tokens, bridges, etc..), Smart Contracts, DeFi",true,true,false,false,true,"YouTube clips",false,false,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"qDZ7rg","68RVRY","2023-04-03 10:02:48","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"Gaming, DeFi",true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"DeFi, Smart Contracts",true,true,false,false,false,"YouTube clips, Recorded Live Sessions, Podcasts",false,false,false,true,true,true,"IOTA 2.0 consensus",true,false,false,false,false
"G9vG22","7qx8b9","2023-04-03 13:38:26","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"Infrastructure, Bridge, Tooling & SDKs, Other, DeFi, Payments & On-Ramp",true,true,true,false,true,false,false,false,false,true,true,false,false,false,false,"Smart Contracts",true,false,false,false,false,"Recorded Live Sessions, YouTube clips",false,false,false,true,true,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
"kea27R","2XPMJ9","2023-04-03 13:49:51","Negative","Community and friends",false,false,false,false,true,false,2,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), DeFi, Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Twitter threads, Blog posts",true,true,false,false,false,false,"IOTA Smart Contracts, Digital Identity, IOTA 2.0 consensus",true,false,true,true,false
"RMGogv","7q2Ky0","2023-04-03 19:41:47","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, Wallet, NFTs",true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,"Smart Contracts, Tokenomics",true,false,true,false,false,"Twitter threads",false,true,false,false,false,false,"IOTA 2.0 consensus, Mana, Digital Identity",true,true,true,false,false
"VQLJrN","xraY0E","2023-04-03 20:54:32","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"NFTs, DeFi, Infrastructure, Gaming, Tooling & SDKs, Payments & On-Ramp",true,true,false,false,true,false,false,true,true,false,true,false,false,false,false,"Smart Contracts, DeFi, Tokenomics, Security (Managing tokens, bridges, etc..)",true,true,true,false,true,"Blog posts, Twitter threads, IOTA Wiki Content",true,true,true,false,false,false,"IOTA Smart Contracts, Digital Identity, IOTA 2.0 consensus",true,false,true,true,false
"XJxOoz","jeO9K6","2023-04-04 04:19:32","Positive","Speculative Research, Academic Research",true,false,false,true,false,false,4,,,,,,,,,,,,,,"Wallet, Payments & On-Ramp, Metaverse, DeFi, Bridge",true,true,false,false,false,true,false,false,false,true,false,false,false,false,true,"Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,false,false,true,"IOTA Wiki Content, Blog posts, Twitter threads",true,true,true,false,false,false,"Digital Identity",false,false,true,false,false
"QeKk9Y","vMy0L0","2023-04-04 06:06:58","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"Smart Contracts, DeFi, Security (Managing tokens, bridges, etc..)",true,true,false,false,true,"Blog posts",true,false,false,false,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"5jB6Po","G6daqo","2023-04-04 12:49:15","Negative","Community and friends, Entrepreneurial Networking",false,false,true,false,true,false,2,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Infrastructure, Bridge, DEX, Launchpad & Fundraising",true,true,false,false,true,true,false,false,false,true,false,true,false,true,false,"Security (Managing tokens, bridges, etc..), Tokenomics",false,false,true,false,true,"YouTube clips, IOTA Wiki Content",false,false,true,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"a5ODJb","AzLgGD","2023-04-04 15:20:36","Positive","Community and friends, Governance, Entrepreneurial Networking",false,false,true,false,true,true,3,,,,,,,,,,,,,,"DeFi, DAO, NFTs, DEX, Bridge, Payments & On-Ramp, Wallet",true,true,false,true,false,true,false,true,false,true,false,true,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), DeFi",true,true,false,true,false,"Blog posts",true,false,false,false,false,false,"Mana",false,true,false,false,false
"A2r04y","L9bZzj","2023-04-04 19:40:38","Positive","Academic Research, Speculative Research, Community and friends",true,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, DEX, Infrastructure, Other, Payments & On-Ramp, Wallet, Stablecoin, Bridge, Analytics & Block Explorer",true,true,true,false,true,true,true,false,false,true,false,true,true,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,false,true,true,"Blog posts, IOTA Wiki Content, YouTube clips, Recorded Live Sessions",true,false,true,true,true,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"QeMJvg","klYerj","2023-04-06 16:03:34","Negative","Community and friends, Speculative Research, Governance, Entrepreneurial Networking",false,false,true,true,true,true,1,,,,,,,,,,,,,,"Stablecoin, DeFi, Payments & On-Ramp, Gaming, Metaverse, DEX, Infrastructure",true,true,false,false,true,false,true,false,true,false,false,true,false,false,true,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips, Podcasts, IOTA Wiki Content",false,false,true,true,false,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
