Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Which kind of project(s) are you most excited about? (Identity),How transparent do you feel the foundation and their departments are?,How satisfied are you with the way the foundation and their departments communicate?,How much do you agree with the following statement?The IF is making efforts towards being transparent and open.,Are there any specific topics that you would like to see the foundation and their departments communicate more about?
EXMWBN,DpgXPl,2023-09-27 17:19:51,Positive,"Governance, Community and friends, Speculative Research, Entrepreneurial Networking, Development/Building, Academic Research",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,"Wallet, Identity, Analytics & Block Explorer, Launchpad & Fundraising, Payments & On-Ramp, DeFi, DAO, Infrastructure",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,4,4,
WN1zav,08NbN6,2023-09-27 17:26:45,Positive,"Community and friends, Entrepreneurial Networking",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,"Infrastructure, Identity, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,I would like to make sure how resources are actually spent
kyv6J1,2AQObj,2023-09-27 17:39:09,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DAO, Payments & On-Ramp, DeFi, Identity, Infrastructure, Other",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,4,
QDk5ql,Jl58BY,2023-09-27 17:43:29,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, Payments & On-Ramp, Infrastructure, Identity, Wallet, Stablecoin, Metaverse, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,1,
jyvQ4Y,qG0jgd,2023-09-27 17:43:46,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Identity, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,3,
Ozk5xM,Ely8gq,2023-09-27 17:44:09,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"DeFi, NFTs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
WN15We,Mao8y0,2023-09-27 17:45:24,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, DAO, Identity, DEX",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,3,4,"yes, i want to know all about partial ordering of tx, on tangle voting, & iota 2.0 network news. "
WN1N0L,14qG1p,2023-09-27 17:54:10,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Identity, DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,2,
K6k6vX,lOJKBW,2023-09-27 17:57:04,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, DEX, NFTs, Wallet, Infrastructure, DAO, Bridge, Metaverse, Gaming, Payments & On-Ramp, Identity",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,2,
8KMKBo,jbpyl4,2023-09-27 18:03:40,Negative,"Speculative Research, Community and friends, Governance, Academic Research, Entrepreneurial Networking",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,"Payments & On-Ramp, DeFi, DAO, Identity, Wallet, NFTs, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,
J6M6Qz,QRPvd1,2023-09-27 18:04:09,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
V0D0KN,PRMexe,2023-09-27 18:04:16,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
N6d6K0,Gp8XBL,2023-09-27 18:06:15,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"You have pissed in the face of your holders by increasing the supply. All scam projects have a similar pattern.

If the EBSI doesn't come out, people will get out the project en masse."
K6k67g,NXGMBO,2023-09-27 18:06:24,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Identity, DeFi, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,4,
OzkAQY,Gp8XYL,2023-09-27 18:07:28,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"DAO, DeFi, Wallet, Gaming",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
0xaE7j,VP2vvy,2023-09-27 18:08:19,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,Bridge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,"I would like to know if the smart cities are still a thing , partnerships like Bosch, Fujitsu, Jaguar etc, are they still a thing? OMG still trying to make it a standard ?"
48z2rk,vDoEK0,2023-09-27 18:10:02,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Stablecoin, DEX, Gaming",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,
b7vl8E,47eAdO,2023-09-27 18:13:26,Negative,"Speculative Research, Community and friends, Academic Research",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,Payments & On-Ramp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,3,"Be better at transparency, esp with regards to inflation before it happens. "
vAKNqX,7K61gL,2023-09-27 18:14:25,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Identity, DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,3,2,
V0DZb6,RoEv1p,2023-09-27 18:15:33,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, Infrastructure, Identity, Wallet, Stablecoin, Tooling & SDKs, DEX, Launchpad & Fundraising, DeFi, Bridge",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,1,financial situation
V0DZNj,PD4GXe,2023-09-27 18:16:38,Positive,"Community and friends, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Identity, Wallet, Tooling & SDKs, Other",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4,3,3,
LbkdrG,zMP2pM,2023-09-27 18:21:42,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"DeFi, Infrastructure, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,4,3,
lyvNG5,P9VvMB,2023-09-27 18:21:49,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Infrastructure, DEX",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,
MbMObA,KxdWMM,2023-09-27 18:28:49,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Identity",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,2,"Transparency report. You can learn from bake.io

https://bake.io/blog/cakegroup-2023-q2-transparency-report"
P6kEAV,erk0AE,2023-09-27 18:29:32,Positive,"Development/Building, Speculative Research, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, NFTs, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,4,4,
2e7krL,WRxK0P,2023-09-27 18:30:13,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Analytics & Block Explorer, Wallet, Stablecoin, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,3,
J6MRL4,QRPzdk,2023-09-27 18:30:53,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, DEX, Stablecoin, Identity, DAO, Payments & On-Ramp",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,2,
48zkWb,WRxK7J,2023-09-27 18:42:20,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Infrastructure, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
a6vGxX,Mao7e8,2023-09-27 18:47:34,Negative,"Development/Building, Entrepreneurial Networking, Community and friends, Governance",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,"DEX, DeFi, Payments & On-Ramp, Identity",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,Are you kidding? 😂
Gz50Lk,Mao7e8,2023-09-27 18:48:18,Negative,"Speculative Research, Community and friends, Governance",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,"DeFi, Payments & On-Ramp, Other, DAO, Identity, Infrastructure",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
Lbk0Jp,zMP1jk,2023-09-27 18:48:59,Negative,"Development/Building, Academic Research, Entrepreneurial Networking",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, Launchpad & Fundraising, DAO, Wallet, Stablecoin, Bridge, Payments & On-Ramp",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,2,
Ozk0vg,Gp8QXz,2023-09-27 18:59:16,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, Wallet, NFTs, DEX, Identity",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,
YQkdEB,xDOll9,2023-09-27 19:00:32,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Identity",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,"40% inflation is understable, but needed to be voted by the community ( and i didn’t know that IF was close to the bankrupt because not explained)"
2e7LRj,2AQDpV,2023-09-27 19:11:02,Positive,"Speculative Research, Governance",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"DeFi, Payments & On-Ramp, Identity",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,2,
R0kRep,KYLk6A,2023-09-27 19:15:19,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Infrastructure, Identity",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,
R0kR9P,2AQ7jb,2023-09-27 19:16:21,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,2,How much money does the IF have. How much doe they spent for what. How much did they get for the inflation. It seems like a privat company
WN1YAJ,Ap1yxz,2023-09-27 19:24:44,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"Wallet, Infrastructure, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
AdyDJB,47ezLY,2023-09-27 19:25:08,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, DeFi, Identity, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,Increasing the supply of IOTA made me sell all my tokens. That was the last straw.
b7vrA1,47ezzb,2023-09-27 19:30:58,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Launchpad & Fundraising, DAO, Identity, Wallet, Payments & On-Ramp",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,4,4,:)
5zMvo6,Mao7e8,2023-09-27 19:33:48,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Other, Payments & On-Ramp, Identity, DeFi, Gaming, Tooling & SDKs, DEX",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,1,
zqLJ8q,7K6Mz6,2023-09-27 19:34:50,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Payments & On-Ramp, Gaming, Infrastructure, Bridge, Tooling & SDKs, DEX",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,2,2,"timelines, schedule, future plans, collaborations"
R0kYAp,rOzv9o,2023-09-27 19:37:08,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Identity, Wallet, Payments & On-Ramp, Metaverse, Bridge, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,2,"Role and influence of UAE, that have led to the latest decisions of the IF"
lyv7DV,W2RyyQ,2023-09-27 19:39:41,Positive,"Community and friends, Governance",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,"DeFi, Infrastructure, Bridge, DEX, Identity, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,3,3,"no, I understand "
jyv77R,8L7rzA,2023-09-27 19:46:50,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, DAO, Identity, Bridge, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,"Was kann ich beitragen, was ihr nicht eh schon wisst?

Die Art und weise, wie mit der Community umgegangen wird erschreckend. Wir halten euch zum Teil seit Jahren die Stange und sind wesentlich an der Finanzierung des Projekts beteiligt. Das wisst Ihr alles. Und trotz DAO und allen Versuchen, ein Community Projekt zu sein, macht Ihr so einen Scheiß.

Nichtsdestotrotz, wir halten die Stange. Denn Ihr könntet Erfolg haben. Oder wir, wenn Ihr eure Wurzeln nicht verliert



"
2e7JOA,Gp8b92,2023-09-27 19:47:43,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"FUCK OFF, how dare you screw me over after I bag holder ur shit for 6 years. 6 years of lies and now you use us as exit liquidity "
OzkJkk,14qRVL,2023-09-27 19:49:41,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Identity, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,1,
K6kBVD,MaoVyY,2023-09-27 20:02:43,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research, Governance",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,"Identity, DEX, Metaverse, Launchpad & Fundraising",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,1,1,"Ernsthaft, Dom, nach so vielen Fehlentscheidungen wärst du in der freien Wirtschaft schon lange weg vom Fenster. Diese massive Inflation nur um wieder einmal deine Fehler auszubügeln ist eine absolute Unverschämtheit. Sollte das nun wieder nichts werden, kannst du mit Sicherheit davon ausgehen, dass es so einige verrückte hier in der Community gibt, die das nicht auf sich sitzen lassen werden. "
xpvNZv,7K6EYz,2023-09-27 20:05:37,Positive,"Speculative Research, Community and friends, Development/Building",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, Other, Payments & On-Ramp, Identity, Infrastructure, Wallet, Stablecoin, Gaming, DEX",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,3,Budget finance partners last technical update 
vAKx0v,47eObd,2023-09-27 20:08:11,Positive,"Development/Building, Entrepreneurial Networking, Community and friends, Governance",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Identity, Stablecoin, NFTs, Gaming, Metaverse, Bridge, DEX, Launchpad & Fundraising, Analytics & Block Explorer, Tooling & SDKs, Wallet",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,2,3,"Communicate more about the new entities such as UAE foundation, TEA, community fund.
Where funds are spent, sent, the community should have a say whether projects should get grants. This should act similar to the MVB project on BNB  through competing for funding ect...
More transparency about everything regarding the new total supply in every way shape and form down to the last IOTA. "
xpvNRo,d0BzOV,2023-09-27 20:09:41,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Identity, Wallet, NFTs, Gaming, Metaverse, Bridge, DEX, Launchpad & Fundraising, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,2,2,
kyv0e6,rOzqEL,2023-09-27 20:22:29,Negative,"Speculative Research, Community and friends, Academic Research",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, Identity, Bridge, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,2,
ZNDGJ5,lOJ40X,2023-09-27 20:26:22,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Infrastructure, Stablecoin, DEX, Launchpad & Fundraising, Payments & On-Ramp, Gaming",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,2,"Entities of the UAE parts, who is who, who is responsible, how are the funds spent and progress

"
WN1epk,xDO6ld,2023-09-27 20:28:31,Positive,"Academic Research, Development/Building, Entrepreneurial Networking, Governance",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,2,"Payments & On-Ramp, Infrastructure, Identity, Wallet, Stablecoin, Tooling & SDKs, Analytics & Block Explorer, NFTs, Other",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,2,"I wished the foundation would have done a vote on the decision to do the fork.
This is still very sad.
With the right communication, I'm sure the community would have voted positive"
e6vNYe,KxdRRV,2023-09-27 20:30:41,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DAO, Infrastructure, Wallet, NFTs, Gaming, Launchpad & Fundraising",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,4,
y6z07B,XoZNgg,2023-09-27 20:32:22,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Infrastructure, Identity, Stablecoin, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,3,
y6zeNg,2AQRMM,2023-09-27 20:43:18,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Bridge, Tooling & SDKs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,
oyvlV5,XoZ94Y,2023-09-27 20:50:09,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, NFTs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,4,
y6zeQp,po85RE,2023-09-27 21:00:20,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,
d6vQ5D,rOzgvX,2023-09-27 21:02:42,Negative,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,"DAO, Identity",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,"The biggest promise of crypto has been broken by IOTA, by disregarding the community. "
2e71kL,14qO0p,2023-09-27 21:09:57,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"DeFi, Other, Tooling & SDKs",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,3,4,"RWAs! And a firm commitment to Shimmer, long term"
kyvKrZ,zMPga8,2023-09-27 21:17:28,Positive,"Speculative Research, Community and friends, Governance",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Identity, DeFi, Wallet, Stablecoin, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,4,
LbkvNl,gqKpDK,2023-09-27 21:20:19,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Identity, Gaming",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,2,How the increasing decentralization of decisions is envisaged.
AdyAeD,8L7War,2023-09-27 21:23:24,Positive,"Speculative Research, Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,"DeFi, DAO, Infrastructure, Identity, Wallet, Stablecoin, NFTs, Bridge, DEX, Payments & On-Ramp",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,2,
